Product (WPN);Datasheet;OPN;Price;Description;Channel Polarity;Configuration;V(BR)DSS Min (V);RDS(on) @ VGS = 10 V (mΩ)†;ID Max (A);Qg @ VGS = 10 V (nC)†;VGS Max (V);Technology;Package Type;Ciss Typ (pF);VGS(th) Max (V);PD Max (W);RDS(on) Max @ VGS = 2.5 V  (mΩ);RDS(on) Max @ VGS = 4.5 V  (mΩ);Qg Typ @ VGS = 4.5 V (nC);Coss Typ (pF);Crss Typ (pF);Qgd Typ @ VGS = 4.5 V (nC);Qrr Typ (nC);Qualification;Tj Max (°C);AEC Qualified;PPAP Capable;Halide Free;Lead Free;Status
FDMS2572;https://www.onsemi.com/download/data-sheet/pdf/FDMS2572-D.PDF;FDMS2572;0.94;N-Channel UltraFET Trench<sup>®</sup> MOSFET 150V, 27A, 47mΩ;N-Channel;Single;150;47;27;31;20;Silicon;DFN-8;1960;4;78;;;;130;30;7;130;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDMS8018;https://www.onsemi.com/download/data-sheet/pdf/FDMS8018-D.pdf;FDMS8018;0.66;N-Channel PowerTrench<sup>®</sup> MOSFET 30V, 175A, 1.8mΩ;N-Channel;Single;30;1.8;175;28;20;Silicon;PQFN-8;3935;3;83;;2.4;20;;;;;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDI030N06;https://www.onsemi.com/download/data-sheet/pdf/FDI030N06-D.pdf;FDI030N06;2.05;N-Channel PowerTrench<sup>®</sup> MOSFET 60V, 193A, 3.2mΩ;N-Channel;Single;60;3.2;193;116;20;Silicon;I2PAK-3 / D2PAK-3 STRAIGHT LEAD;7380;4.5;231;;;;1095;415;35;50;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVMFS5C410NL;https://www.onsemi.com/download/data-sheet/pdf/NVMFS5C410NL-D.PDF;NVMFS5C410NLWFT3G;'-;Single N-Channel Power MOSFET 40V, 330A, 0.82mΩ, 5000 / Tape & Reel. Pb-Free, Wettable Flanks;N-Channel;Single;40;0.82;330;143;20;Silicon;DFNW5 5x6;8862;2;167;;1.2;;4156;116;22;126;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
FDP2572;https://www.onsemi.com/download/data-sheet/pdf/FDP2572-D.pdf;FDP2572;1.01;N-Channel PowerTrench<sup>®</sup> MOSFET 150V, 29A, 54mΩ;N-Channel;Single;150;54;29;26;20;Silicon;TO-220-3;1770;4;135;;;;183;40;6;169;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDP2552;https://www.onsemi.com/download/data-sheet/pdf/FDP2552-D.pdf;FDP2552;0.96;N-Channel PowerTrench<sup>®</sup> MOSFET 150V, 37A, 36mΩ;N-Channel;Single;150;36;37;39;20;Silicon;TO-220-3;2800;4;150;;;;285;55;8.3;242;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDH047AN08A0;https://www.onsemi.com/download/data-sheet/pdf/FDH047AN08A0-D.PDF;FDH047AN08A0;3.44;N-Channel PowerTrench<sup>®</sup> MOSFET 75V, 80A, 4.7mΩ;N-Channel;Single;80;4.7;80;92;20;Silicon;TO-247-3;6600;2.5;310;;;;1000;240;21;54;Standard;;FALSE;FALSE;TRUE;TRUE;Active
HUF75639P3;https://www.onsemi.com/download/data-sheet/pdf/HUF75639G3-D.PDF;HUF75639P3;1.11;N-Channel UltraFET Power MOSFET 100V, 56A, 25mΩ;N-Channel;Single;100;25;56;57;20;Silicon;TO-220-3;2000;4;200;;;;500;65;24;320;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDB2552;https://www.onsemi.com/download/data-sheet/pdf/FDP2552-D.pdf;FDB2552;1.00;N-Channel PowerTrench<sup>®</sup> MOSFET 150V, 37A, 36mΩ;N-Channel;Single;150;36;37;39;20;Silicon;D2PAK-3 / TO-263-2;5870;4;150;;;;285;55;8.3;242;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDB024N08BL7;https://www.onsemi.com/download/data-sheet/pdf/FDB024N08BL7-D.pdf;FDB024N08BL7;1.97;N-Channel PowerTrench<sup>®</sup> MOSFET 80V, 229A, 2.4mΩ;N-Channel;Single;80;2.4;229;137;20;Silicon;D2PAK-7 / TO-263-7;10170;4.5;246;;;;1670;35;28;112;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FQB44N10;https://www.onsemi.com/download/data-sheet/pdf/FQB44N10-D.pdf;FQB44N10TM;1.05;Power MOSFET, N-Channel, QFET<sup>®</sup>, 100 V, 43.5 A, 52 mΩ, D2PAK;N-Channel;Single;100;39;43.5;48;25;Silicon;D2PAK-3 / TO-263-2;1400;4;146;;;24.5;425;85;24;360;Standard;;FALSE;FALSE;FALSE;TRUE;Active
NDP6060;https://www.onsemi.com/download/data-sheet/pdf/NDP6060-D.pdf;NDP6060;1.37;N-Channel Enhancement Mode Field Effect Transistor 60V, 48A, 25mΩ;N-Channel;Single;60;25;48;39;20;Silicon;TO-220-3;1190;4;100;;;;475;150;22;;Standard;;FALSE;FALSE;TRUE;TRUE;Active
HUF75639S3S;https://www.onsemi.com/download/data-sheet/pdf/HUF75639G3-D.PDF;HUF75639S3ST;1.18;N-Channel UltraFET Power MOSFET 100V, 56A, 25mΩ;N-Channel;Single;100;25;56;57;20;Silicon;D2PAK-3 / TO-263-2;2000;4;200;;;;500;65;24;320;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDMS8090;https://www.onsemi.com/download/data-sheet/pdf/FDMS8090-D.pdf;FDMS8090;2.71;100V Symmetrical Dual N-Channel PowerTrench<sup>®</sup> MOSFET 40A, 13mΩ;N-Channel;Single;100;130;10;10;20;Silicon;WDFN-8;1285;4;59;;;;301;16;4.1;54;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTMFS10N3D2C;https://www.onsemi.com/download/data-sheet/pdf/NTMFS10N3D2C-D.PDF;NTMFS10N3D2C;3.53;N‐Channel Shielded Gate PowerTrench<sup>®</sup> MOSFET 100V, 151A, 3.2mΩ;N-Channel;Single;100;3.2;151;60;20;Silicon;PQFN-8;4439;4;138;;;;2663;24;;235;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FQD17P06;https://www.onsemi.com/download/data-sheet/pdf/FQU17P06-D.pdf;FQD17P06TM;0.35;Power MOSFET, P-Channel, QFET<sup>®</sup>, -60 V, -12 A, 135 mΩ, DPAK;P-Channel;Single;-60;135;-12;21;25;Silicon;DPAK-3 / TO-252-3;690;-4;44;;;;325;80;10;320;Standard;;FALSE;FALSE;FALSE;TRUE;Active
NDT452AP;https://www.onsemi.com/download/data-sheet/pdf/NDT452AP-D.pdf;NDT452AP;0.36;P-Channel Enhancement Mode Field Effect Transistor -30V, -5A, 65mΩ;P-Channel;Single;-30;65;-5;22;20;Silicon;SOT-223-4 / TO-261-4;690;-3;3;;100;;;;;;Standard;;FALSE;FALSE;FALSE;TRUE;Active
FDMS7650DC;https://www.onsemi.com/download/data-sheet/pdf/FDMS7650DC-D.PDF;FDMS7650DC;2.33;N-Channel Dual Cool<sup>TM </sup>56 PowerTrench<sup>®</sup> MOSFET 30V, 100A, 0.99mΩ;N-Channel;Single;30;0.99;100;62;20;Silicon;DFN-8;11100;2.7;125;;1.55;35;;;;;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDMT800150DC;https://www.onsemi.com/download/data-sheet/pdf/FDMT800150DC-D.PDF;FDMT800150DC;3.46;N-Channel Dual Cool<sup>TM</sup> 88 PowerTrench<sup>®</sup> MOSFET 150V, 99A, 6.5mΩ;N-Channel;Single;150;6.5;99;77;20;Silicon;PQFN-8;5660;4;156;;;;520;17;14;233;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDB0630N1507L;https://www.onsemi.com/download/data-sheet/pdf/FDB0630N1507L-D.pdf;FDB0630N1507L;3.12;N-Channel PowerTrench<sup>®</sup> MOSFET 150V, 130A, 6.4mΩ;N-Channel;Single;150;6.4;130;97;20;Silicon;D2PAK-7 / TO-263-7;7065;4;300;;;;552;27;17;229;Standard;;FALSE;FALSE;TRUE;TRUE;Active
HUF75639S3;https://www.onsemi.com/download/data-sheet/pdf/HUF75639G3-D.PDF;HUF75639S3;1.35;N-Channel UltraFET Power MOSFET 100V, 56A, 25mΩ;N-Channel;Single;100;25;56;57;20;Silicon;I2PAK-3 / D2PAK-3 STRAIGHT LEAD;2000;4;200;;;;500;65;24;320;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDP083N15A;https://www.onsemi.com/download/data-sheet/pdf/FDP083N15A-D.pdf;FDP083N15A-F102;2.08;N-Channel PowerTrench<sup>®</sup> MOSFET 150V, 117A, 8.3mΩ;N-Channel;Single;150;8.3;117;64.5;20;Silicon;TO-220-3;4645;4;294;;;;1445;100;13.5;268;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDMS86550;https://www.onsemi.com/download/data-sheet/pdf/FDMS86550-D.pdf;FDMS86550;2.84;N-Channel PowerTrench<sup>®</sup> MOSFET 60V, 234A, 1.65mΩ;N-Channel;Single;60;1.65;234;90;20;Silicon;PQFN-8;8235;4.5;156;;;;2140;70;20;62;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDBL0110N60;https://www.onsemi.com/download/data-sheet/pdf/FDBL0110N60-D.pdf;FDBL0110N60;2.66;N-Channel PowerTrench<sup>®</sup> MOSFET, 60V, 300A, 1.1mΩ;N-Channel;Single;60;1.1;300;24;20;Silicon;TO-LL 8L;13650;4;429;;;;3375;255;24;183;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDBL0065N40;https://www.onsemi.com/download/data-sheet/pdf/FDBL0065N40-D.pdf;FDBL0065N40;2.83;N-Channel PowerTrench<sup>®</sup> MOSFET, 40 V, 300 A, 0.65 mΩ;N-Channel;Single;40;0.65;300;29;20;Silicon;TO-LL 8L;15900;4;429;;;;4025;604;41;228;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDBL0150N60;https://www.onsemi.com/download/data-sheet/pdf/FDBL0150N60-D.pdf;FDBL0150N60;3.41;N-Channel PowerTrench<sup>®</sup> MOSFET, 60V, 240A, 1.5mΩ;N-Channel;Single;60;1.5;240;19;20;Silicon;TO-LL 8L;10300;4;357;;;;2590;270;20;131;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDT3612;https://www.onsemi.com/download/data-sheet/pdf/FDT3612-D.PDF;FDT3612;0.24;100V N-Channel PowerTrench<sup>®</sup> MOSFET 3.7A, 120mΩ;N-Channel;Single;100;120;3.7;14;20;Silicon;SOT-223-4 / TO-261-4;632;4;3;;;;40;20;3.8;;Standard;;FALSE;FALSE;FALSE;TRUE;Active
FDB1D7N10CL7;https://www.onsemi.com/download/data-sheet/pdf/FDB1D7N10CL7-D.PDF;FDB1D7N10CL7;3.44;Power MOSFET, N-Channel, Standard Gate, 100 V, 268 A, 1.7 mΩ, 100V PTNG NMOS;N-Channel;Single;100;1.75;268;116;20;Silicon;D2PAK-7 / TO-263-7;8285;4;250;;;;5025;50;;869;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NDT456P;https://www.onsemi.com/download/data-sheet/pdf/NDT456P-D.PDF;NDT456P;0.85;P-Channel Enhancement Mode Field Effect Transistor;P-Channel;Single;-30;30;-7.5;47;20;Silicon;SOT-223-4 / TO-261-4;1440;-3;3;;45;;;;;;Standard;;FALSE;FALSE;FALSE;TRUE;Active
NTMFS5C404N;https://www.onsemi.com/download/data-sheet/pdf/NTMFS5C404N-D.PDF;NTMFS5C404NT1G;3.68;Power MOSFET 40V 378A 0.7mOhm Single N-Channel SO-8FL standard gate;N-Channel;Single;40;0.7;378;128;20;Silicon;DFN5 5x6, 1.27P (SO−8FL);8400;4;200;;;66;4600;120;;189;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDC3601N;https://www.onsemi.com/download/data-sheet/pdf/FDC3601N-D.PDF;FDC3601N;0.19;Dual N-Channel 100V Specified PowerTrench<sup>®</sup> MOSFET 1.0A, 500mΩ;N-Channel;Single;100;500;1;3.7;20;Silicon;TSOT-23-6;153;4;0.96;;;;5;1;1;;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTR5105P;https://www.onsemi.com/download/data-sheet/pdf/NTR5105P-D.PDF;NTR5105PT1G;0.04;'-60 V, -211 mA, Single P-Channel SOT-23 Package;P-Channel;Single;-60;5000;0.2;1;20;Silicon;SOT-23-3;;3;0.347;;6000;7.5;;3.2;0.3;;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDMT80060DC;https://www.onsemi.com/download/data-sheet/pdf/FDMT80060DC-D.pdf;FDMT80060DC;3.39;N-Channel Dual Cool<sup>TM</sup> 88 PowerTrench<sup>®</sup> MOSFET 60V, 292A, 1.1mΩ;N-Channel;Single;60;1.1;292;137;20;Silicon;DFNW-8;14406;4;156;;;;3222;87;19;89;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDMT800100DC;https://www.onsemi.com/download/data-sheet/pdf/FDMT800100DC-D.PDF;FDMT800100DC;3.87;N-Channel Dual Cool™ 88 PowerTrench<sup>®</sup> MOSFET 100V, 162A, 2.95mΩ;N-Channel;Single;100;2.95;162;50;20;Silicon;DFNW-8;5595;4;156;;;;1160;39;16;94;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDMT80040DC;https://www.onsemi.com/download/data-sheet/pdf/FDMT80040DC-D.pdf;FDMT80040DC;3.71;N-Channel Dual Cool<sup>TM</sup> 88 PowerTrench<sup>®</sup> MOSFET 40V, 420A, 0.56mΩ;N-Channel;Single;40;0.56;420;149;20;Silicon;DFNW-8;18650;4;156;;;;5540;304;35;219;Standard;;FALSE;FALSE;TRUE;TRUE;Active
HUF75631S3S;https://www.onsemi.com/download/data-sheet/pdf/HUF75631S3S-D.pdf;HUF75631S3ST;2.01;N-Channel UltraFET Power MOSFET 100V, 33A, 40mΩ;N-Channel;Single;100;40;33;35;20;Silicon;D2PAK-3 / TO-263-2;1220;4;120;;;;295;100;13;400;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDMS86550ET60;https://www.onsemi.com/download/data-sheet/pdf/FDMS86550ET60-D.pdf;FDMS86550ET60;3.43;N-Channel PowerTrench<sup>®</sup> MOSFET 60V, 245A, 1.65mΩ;N-Channel;Single;60;1.65;245;90;20;Silicon;PQFN-8;8235;4.5;187;;;;2140;70;20;62;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVD260N65S3;https://www.onsemi.com/download/data-sheet/pdf/NVD260N65S3-D.PDF;NVD260N65S3T4G;1.16;Single N-Channel Power MOSFET SUPERFET® III, Easy Drive, 650 V , 12 A, 260 mΩ, DPAK;N-Channel;Single;650;260;12;24;30;Silicon;DPAK-3;1010;4.5;90;;;;25;;;3400;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
FDBL0630N150;https://www.onsemi.com/download/data-sheet/pdf/FDBL0630N150-D.PDF;FDBL0630N150;2.51;N-Channel PowerTrench<sup>®</sup> MOSFET, 150V, 169A, 6.3mΩ;N-Channel;Single;150;6.3;169;70;20;Silicon;TO-LL 8L;5805;4;500;;;;536;16;10;323;Standard;;FALSE;FALSE;TRUE;TRUE;Active
HUF75645P3;https://www.onsemi.com/download/data-sheet/pdf/HUF75645S3S-D.PDF;HUF75645P3;1.35;N-Channel UltraFET Power MOSFET 100V, 75A, 14mΩ;N-Channel;Single;100;14;75;106;20;Silicon;TO-220-3;3790;4;310;;;;810;230;41;360;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDP025N06;https://www.onsemi.com/download/data-sheet/pdf/FDP025N06-D.pdf;FDP025N06;2.02;N-Channel PowerTrench<sup>®</sup> MOSFET 60V, 265A, 2.5mΩ;N-Channel;Single;60;2.5;265;174;20;Silicon;TO-220-3;11190;4.5;395;;;;1610;750;50;152;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDP047N10;https://www.onsemi.com/download/data-sheet/pdf/FDP047N10-D.pdf;FDP047N10;1.96;Power MOSFET, N-Channel, QFET<sup>®</sup>, 100 V, 164 A, 4.7 mΩ, TO-220;N-Channel;Single;100;4.7;164;160;20;Silicon;TO-220-3;11500;4.5;375;;;;1120;455;36;245;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDMS2672;https://www.onsemi.com/download/data-sheet/pdf/FDMS2672-D.PDF;FDMS2672;1.07;N-Channel UltraFET Trench<sup>®</sup> MOSFET 200V, 20A, 77mΩ;N-Channel;Single;200;77;20;30;20;Silicon;DFN-8;1740;4;78;;;28;95;30;8;238;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDB047N10;https://www.onsemi.com/download/data-sheet/pdf/FDB047N10-D.pdf;FDB047N10;1.99;Power MOSFET, N-Channel, QFET<sup>®</sup>, 100 V, 164 A, 4.7 mΩ, D2PAK;N-Channel;Single;100;4.7;164;160;20;Silicon;D2PAK-3 / TO-263-2;11500;4.5;375;;;;1120;455;36;245;Standard;;FALSE;FALSE;TRUE;TRUE;Active
HUF75639G3;https://www.onsemi.com/download/data-sheet/pdf/HUF75639G3-D.PDF;HUF75639G3;1.67;N-Channel UltraFET Power MOSFET 100 V, 56 A, 25 mΩ;N-Channel;Single;100;25;56;57;20;Silicon;TO-247-3;2000;4;200;;;;500;65;24;320;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDMC2610;https://www.onsemi.com/download/data-sheet/pdf/FDMC2610-D.PDF;FDMC2610;0.91;N-Channel UltraFET Trench<sup>®</sup> MOSFET 200V, 9.5A, 200mΩ;N-Channel;Single;200;200;9.5;12.3;20;Silicon;WDFN-8;720;4;42;;;7.1;41;12;3.6;114;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVB125N65S3;https://www.onsemi.com/download/data-sheet/pdf/NVB125N65S3-D.PDF;NVB125N65S3;1.62;MOSFET - Power, N-Channel, SUPERFET® III, Automotive, Easy-drive, 650 V, 24 A, 125 mΩ, D2−PAK;N-Channel;Single;650;125;24;46;30;Silicon;D2PAK-3 / TO-263-2;1940;4.5;181;;;;40;8.5;;5.7;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
FDB86135;https://www.onsemi.com/download/data-sheet/pdf/FDB86135-D.pdf;FDB86135;2.76;N-Channel Shielded Gate PowerTrench<sup>®</sup> MOSFET, 100V, 176A, 3.5mΩ;N-Channel;Single;100;3.5;176;89;20;Silicon;D2PAK-3 / TO-263-2;5485;4;227;;;;2430;210;25;129;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVHL070N120M3S;https://www.onsemi.com/download/data-sheet/pdf/NVHL070N120M3S-D.PDF;NVHL070N120M3S;23.37;Silicon Carbide (SiC) MOSFET – EliteSiC, 65 mohm, 1200 V, M3S, TO-247-3L;N-Channel;Single;1200;65;34;57;;Silicon Carbide;TO-247-3LD;;;;;;;57;;;;Automotive;175;TRUE;TRUE;TRUE;TRUE;Active
NTB6410AN;https://www.onsemi.com/download/data-sheet/pdf/NTB6410AN-D.PDF;NTB6410ANT4G;1.49;Single N-Channel Power MOSFET 100V, 76A, 13 mΩ;N-Channel;Single;100;13;76;120;20;Silicon;D2PAK-3 / TO-263-2;4500;4;188;;;;650;250;57;300;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDBL0200N100;https://www.onsemi.com/download/data-sheet/pdf/FDBL0200N100-D.PDF;FDBL0200N100;3.49;N-Channel PowerTrench<sup>®</sup> MOSFET, 100V, 300A, 2.0mΩ;N-Channel;Single;100;2;300;95;20;Silicon;TO-LL 8L;6970;4.5;429;;;;3950;29;20;172;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDB075N15A;https://www.onsemi.com/download/data-sheet/pdf/FDP075N15A-D.PDF;FDB075N15A;2.30;N-Channel PowerTrench<sup>®</sup> MOSFET 150V, 130A, 7.5mΩ;N-Channel;Single;150;7.5;130;77;20;Silicon;D2PAK-3 / TO-263-2;5525;4;333;;;;516;21;16;264;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTMTS0D4N04C;https://www.onsemi.com/download/data-sheet/pdf/NTMTS0D4N04C-D.PDF;NTMTS0D4N04CTXG;5.17;Single N-Channel Power MOSFET 40V, 558A, 0.45mΩ, PQFN 8x8;N-Channel;Single;40;0.45;553;251;20;Silicon;DFNW-8;16500;4;244;;;;8310;607;;338;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDB0105N407L;https://www.onsemi.com/download/data-sheet/pdf/FDB0105N407L-D.pdf;FDB0105N407L;2.87;N-Channel PowerTrench<sup>®</sup> MOSFET 40 V 460A, 0.8mΩ;N-Channel;Single;40;0.8;460;29;20;Silicon;D2PAK-7 / TO-263-7;16500;4;300;;;;5335;973;29;119;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDP054N10;https://www.onsemi.com/download/data-sheet/pdf/FDP054N10-D.pdf;FDP054N10;2.22;N-Channel PowerTrench<sup>®</sup> MOSFET 100V, 144A, 5.5mΩ;N-Channel;Single;100;5.5;144;156;20;Silicon;TO-220-3;9985;4.5;263;;;;935;390;48;121;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTMFS5C604N;https://www.onsemi.com/download/data-sheet/pdf/NTMFS5C604N-D.PDF;NTMFS5C604NT1G;5.47;Power Mosfet 60V,280A,1.2mOhm,Single N-Channel ,SO8-FL;N-Channel;Single;60;1.2;280;80;20;Silicon;DFN5 5x6, 1.27P (SO−8FL);6400;4;3.9;;;;4260;24;14;218;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDP036N10A;https://www.onsemi.com/download/data-sheet/pdf/FDP036N10A-D.pdf;FDP036N10A;2.30;N-Channel PowerTrench<sup>®</sup> MOSFET 100V, 214A, 3.6mΩ;N-Channel;Single;100;3.6;214;89;20;Silicon;TO-220-3;5485;4;333;;;;2430;210;25;129;Standard;;FALSE;FALSE;TRUE;TRUE;Active
HUF75345S3S;https://www.onsemi.com/download/data-sheet/pdf/HUF75345S3S-D.PDF;HUF75345S3ST;3.45;N-Channel UltraFET Power MOSFET 55V, 75A, 7mΩ;N-Channel;Single;55;7;75;125;20;Silicon;D2PAK-3 / TO-263-2;4000;4;325;;;;1450;450;58;80;Standard;;FALSE;FALSE;FALSE;TRUE;Active
NVBG089N65S3F;https://www.onsemi.com/download/data-sheet/pdf/NVBG089N65S3F-D.PDF;NVBG089N65S3F;5.17;Single N-Channel Power MOSFET SUPERFET® III, FRFET®, 650 V , 37 A, 89 mΩ, D2PAK 7 lead;N-Channel;Single;650;89;37;74;30;Silicon;D2PAK7 (TO-263-7L HV);3598;5;291;;;;668;;;414;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
RFP70N06;https://www.onsemi.com/download/data-sheet/pdf/RFP70N06-D.pdf;RFP70N06;1.01;N-Channel Power MOSFET 60V, 70A, 14mΩ;N-Channel;Single;60;14;70;65;20;Silicon;TO-220-3;2250;4;140;;;;792;206;;;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVB095N65S3F;https://www.onsemi.com/download/data-sheet/pdf/NVB095N65S3F-D.PDF;NVB095N65S3F;2.82;SUPERFET III MOSFET, 36A, 95mΩ, 650V in D2PAK;N-Channel;Single;650;95;36;66;30;Silicon;D2PAK-3 / TO-263-2;3020;5;272;;;;61;7;;349;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
FDB0165N807L;https://www.onsemi.com/download/data-sheet/pdf/FDB0165N807L-D.pdf;FDB0165N807L;3.83;N-Channel PowerTrench<sup>®</sup> MOSFET 80V, 310A, 1.6mΩ;N-Channel;Single;80;1.6;310;217;20;Silicon;D2PAK-7 / TO-263-7;16900;4;300;;;;2350;335;38;90;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVD360N65S3;https://www.onsemi.com/download/data-sheet/pdf/NVD360N65S3-D.PDF;NVD360N65S3T4G;0.98;Single N-Channel Power MOSFET SUPERFET® III, Easy Drive, 650 V , 10 A, 360 mΩ, DPAK;N-Channel;Single;650;360;10;17;30;Silicon;DPAK-3;711;4.5;86;;;;18;;;;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
FDB024N06;https://www.onsemi.com/download/data-sheet/pdf/FDB024N06-D.pdf;FDB024N06;2.57;N-Channel PowerTrench<sup>®</sup> MOSFET 60V, 265A, 2.4mΩ;N-Channel;Single;60;2.4;265;174;20;Silicon;D2PAK-3 / TO-263-2;11190;4.5;395;;;;1610;750;50;152;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FQD13N10;https://www.onsemi.com/download/data-sheet/pdf/FQD13N10-D.pdf;FQD13N10TM;0.32;Power MOSFET, N-Channel, QFET<sup>®</sup>, 100 V, 10 A, 180 mΩ, DPAK;N-Channel;Single;100;180;10;12;25;Silicon;DPAK-3 / TO-252-3;345;4;40;;;;100;20;5.1;170;Standard;;FALSE;FALSE;FALSE;TRUE;Active
FDBL0150N80;https://www.onsemi.com/download/data-sheet/pdf/FDBL0150N80-D.pdf;FDBL0150N80;2.11;N-Channel PowerTrench<sup>®</sup> MOSFET, 80V, 300A, 1.4mΩ;N-Channel;Single;80;1.4;300;172;20;Silicon;TO-LL 8L;12800;4;429;;;;1925;139;;205;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDA032N08;https://www.onsemi.com/download/data-sheet/pdf/FDA032N08-D.pdf;FDA032N08;2.18;N-Channel PowerTrench<sup>®</sup> MOSFET 75V, 235A, 3.2mΩ;N-Channel;Single;75;3.2;235;169;20;Silicon;TO-3P-3L;11400;4.5;375;;;;1360;595;47;77;Standard;;FALSE;FALSE;FALSE;TRUE;Active
FDB082N15A;https://www.onsemi.com/download/data-sheet/pdf/FDB082N15A-D.pdf;FDB082N15A;2.96;N-Channel PowerTrench<sup>®</sup> MOSFET 150V, 105A, 8.2mΩ;N-Channel;Single;150;8.2;117;64.5;20;Silicon;D2PAK-3 / TO-263-2;4645;4;294;;;;460;20;13.5;268;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDB0260N1007L;https://www.onsemi.com/download/data-sheet/pdf/FDB0260N1007L-D.pdf;FDB0260N1007L;4.64;N-Channel PowerTrench<sup>®</sup> MOSFET 100V, 200A, 2.6mΩ;N-Channel;Single;100;2.6;200;84;20;Silicon;D2PAK-7 / TO-263-7;6101;4;250;;;;1343;46;17;97;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVB260N65S3;https://www.onsemi.com/download/data-sheet/pdf/NVB260N65S3-D.PDF;NVB260N65S3;1.07;Single N-Channel Power MOSFET SUPERFET<sup>®</sup> III, Easy Drive, 650 V , 12 A, 260 mΩ, D2PAK;N-Channel;Single;650;260;12;24;30;Silicon;D2PAK-3 / TO-263-2;1010;4.5;90;;;;25;;;3400;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
FDP032N08;https://www.onsemi.com/download/data-sheet/pdf/FDP032N08-D.pdf;FDP032N08;2.49;N-Channel PowerTrench<sup>®</sup> MOSFET 75V, 235A, 3.2mΩ;N-Channel;Single;75;3.2;235;169;20;Silicon;TO-220-3;1140;4.5;375;;;;1360;595;47;77;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDB035N10A;https://www.onsemi.com/download/data-sheet/pdf/FDB035N10A-D.PDF;FDB035N10A;2.86;N-Channel PowerTrench<sup>®</sup> MOSFET 100V, 214A, 3.5mΩ;N-Channel;Single;100;3.5;214;89;20;Silicon;D2PAK-3 / TO-263-2;5485;4;214;;;;2430;210;25;129;Standard;;FALSE;FALSE;TRUE;TRUE;Active
STMFSC008N10M5;https://www.onsemi.com/download/data-sheet/pdf/STMFSC008N10M5-D.PDF;STMFSC008N10M5;'-;MOSFET - PowerTrench®, N-Channel, Dual Cool®, Shielded Gate, 100 V, 60 A, 7.5 mΩ;N-Channel;Single;100;7.5;60;31;20;Silicon;DFN-8;2354;4;125;;;;467;23;;62;Standard;;FALSE;FALSE;TRUE;TRUE;Active
